date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:42:26	21893/21893	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-5585%22	https://technext.github.io/foodeiblog/img/categories/cat-2.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/cat-2.jpg	(from https://technext.github.io/foodeiblog/)
07:42:26	26509/26509	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-678d%22	https://technext.github.io/foodeiblog/img/categories/cat-3.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/cat-3.jpg	(from https://technext.github.io/foodeiblog/)
07:42:26	28340/28340	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-6eb4%22	https://technext.github.io/foodeiblog/img/categories/cat-4.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/cat-4.jpg	(from https://technext.github.io/foodeiblog/)
07:42:27	99470/99470	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-1848e%22	https://technext.github.io/foodeiblog/img/categories/categories-post/cp-1.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/categories-post/cp-1.jpg	(from https://technext.github.io/foodeiblog/)
07:42:27	44096/44096	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-ac40%22	https://technext.github.io/foodeiblog/img/categories/categories-post/cp-2.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/categories-post/cp-2.jpg	(from https://technext.github.io/foodeiblog/)
07:42:27	53695/53695	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-d1bf%22	https://technext.github.io/foodeiblog/img/categories/categories-post/cp-4.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/categories-post/cp-4.jpg	(from https://technext.github.io/foodeiblog/)
07:42:28	40589/40589	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-9e8d%22	https://technext.github.io/foodeiblog/img/categories/categories-post/cp-6.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/categories-post/cp-6.jpg	(from https://technext.github.io/foodeiblog/)
07:42:28	55168/55168	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-d780%22	https://technext.github.io/foodeiblog/img/categories/categories-post/cp-8.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/categories-post/cp-8.jpg	(from https://technext.github.io/foodeiblog/)
07:42:28	50925/50925	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-c6ed%22	https://technext.github.io/foodeiblog/img/categories/categories-post/cp-3.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/categories-post/cp-3.jpg	(from https://technext.github.io/foodeiblog/)
07:42:28	1231/1231	---M--	200	added ('OK')	image/png	etag:%225ea1169e-4cf%22	https://technext.github.io/foodeiblog/img/categories/categories-post/quote.png	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/categories-post/quote.png	(from https://technext.github.io/foodeiblog/)
07:42:29	55374/55374	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-d84e%22	https://technext.github.io/foodeiblog/img/categories/categories-post/cp-5.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/categories-post/cp-5.jpg	(from https://technext.github.io/foodeiblog/)
07:42:29	46298/46298	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-b4da%22	https://technext.github.io/foodeiblog/img/categories/categories-post/cp-7.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/categories-post/cp-7.jpg	(from https://technext.github.io/foodeiblog/)
07:42:29	26963/26963	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-6953%22	https://technext.github.io/foodeiblog/img/sidebar/sidebar-about.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/sidebar/sidebar-about.jpg	(from https://technext.github.io/foodeiblog/)
07:42:30	24562/24562	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-5ff2%22	https://technext.github.io/foodeiblog/img/sidebar/feature-post.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/sidebar/feature-post.jpg	(from https://technext.github.io/foodeiblog/)
07:42:30	32302/32302	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-7e2e%22	https://technext.github.io/foodeiblog/img/sidebar/banner.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/sidebar/banner.jpg	(from https://technext.github.io/foodeiblog/)
07:42:30	3999/3999	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-f9f%22	https://technext.github.io/foodeiblog/img/footer/instagram-avatar.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/footer/instagram-avatar.jpg	(from https://technext.github.io/foodeiblog/)
07:42:31	26946/26946	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-6942%22	https://technext.github.io/foodeiblog/img/footer/ip-1.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/footer/ip-1.jpg	(from https://technext.github.io/foodeiblog/)
07:42:31	20950/20950	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-51d6%22	https://technext.github.io/foodeiblog/img/footer/ip-2.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/footer/ip-2.jpg	(from https://technext.github.io/foodeiblog/)
07:42:31	50776/50776	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-c658%22	https://technext.github.io/foodeiblog/img/footer/ip-3.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/footer/ip-3.jpg	(from https://technext.github.io/foodeiblog/)
07:42:31	42368/42368	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-a580%22	https://technext.github.io/foodeiblog/img/footer/ip-4.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/footer/ip-4.jpg	(from https://technext.github.io/foodeiblog/)
07:42:32	28431/28431	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-6f0f%22	https://technext.github.io/foodeiblog/img/footer/ip-5.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/footer/ip-5.jpg	(from https://technext.github.io/foodeiblog/)
07:42:32	38774/38774	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-9776%22	https://technext.github.io/foodeiblog/img/footer/ip-6.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/footer/ip-6.jpg	(from https://technext.github.io/foodeiblog/)
07:42:32	86927/86927	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ea1169e-1538f%22	https://technext.github.io/foodeiblog/js/jquery-3.3.1.min.js	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/js/jquery-3.3.1.min.js	(from https://technext.github.io/foodeiblog/)
07:42:33	60010/60010	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ea1169e-ea6a%22	https://technext.github.io/foodeiblog/js/bootstrap.min.js	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/js/bootstrap.min.js	(from https://technext.github.io/foodeiblog/)
07:42:33	20977/20977	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ea1169e-51f1%22	https://technext.github.io/foodeiblog/js/jquery.slicknav.js	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/js/jquery.slicknav.js	(from https://technext.github.io/foodeiblog/)
07:42:33	44342/44342	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ea1169e-ad36%22	https://technext.github.io/foodeiblog/js/owl.carousel.min.js	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/js/owl.carousel.min.js	(from https://technext.github.io/foodeiblog/)
07:42:34	2145/2145	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ea1169e-861%22	https://technext.github.io/foodeiblog/js/main.js	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/js/main.js	(from https://technext.github.io/foodeiblog/)
07:42:35	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ea1169e-2876e%22	https://technext.github.io/foodeiblog/fonts/fontawesome-webfont.eot?v=4.7.0	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/fonts/fontawesome-webfont3e6e.eot	(from https://technext.github.io/foodeiblog/css/font-awesome.min.css)
07:42:35	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ea1169e-2876e%22	https://technext.github.io/foodeiblog/fonts/fontawesome-webfont.eot?	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/fonts/fontawesome-webfontd41d.eot	(from https://technext.github.io/foodeiblog/css/font-awesome.min.css)
07:42:35	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%225ea1169e-12d68%22	https://technext.github.io/foodeiblog/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/fonts/fontawesome-webfont3e6e.woff2	(from https://technext.github.io/foodeiblog/css/font-awesome.min.css)
07:42:36	98024/98024	---M--	200	added ('OK')	font/woff	etag:%225ea1169e-17ee8%22	https://technext.github.io/foodeiblog/fonts/fontawesome-webfont.woff?v=4.7.0	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/fonts/fontawesome-webfont3e6e.woff	(from https://technext.github.io/foodeiblog/css/font-awesome.min.css)
07:42:38	165548/165548	---M-Z	200	added ('OK')	font/ttf	etag:W/%225ea1169e-286ac%22	https://technext.github.io/foodeiblog/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/fonts/fontawesome-webfont3e6e.ttf	(from https://technext.github.io/foodeiblog/css/font-awesome.min.css)
07:42:38	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1169e-6c7db%22	https://technext.github.io/foodeiblog/fonts/fontawesome-webfont.svg?v=4.7.0	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/fonts/fontawesome-webfont3e6e.svg	(from https://technext.github.io/foodeiblog/css/font-awesome.min.css)
07:42:38	59572/59572	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ea1169e-e8b4%22	https://technext.github.io/foodeiblog/fonts/ElegantIcons.eot	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/fonts/ElegantIcons.eot	(from https://technext.github.io/foodeiblog/css/elegant-icons.css)
07:42:39	59572/59572	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ea1169e-e8b4%22	https://technext.github.io/foodeiblog/fonts/ElegantIcons.eot?	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/fonts/ElegantIconsd41d.eot	(from https://technext.github.io/foodeiblog/css/elegant-icons.css)
07:42:39	63664/63664	---M--	200	added ('OK')	font/woff	etag:%225ea1169e-f8b0%22	https://technext.github.io/foodeiblog/fonts/ElegantIcons.woff	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/fonts/ElegantIcons.woff	(from https://technext.github.io/foodeiblog/css/elegant-icons.css)
07:42:40	59388/59388	---M-Z	200	added ('OK')	font/ttf	etag:W/%225ea1169e-e7fc%22	https://technext.github.io/foodeiblog/fonts/ElegantIcons.ttf	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/fonts/ElegantIcons.ttf	(from https://technext.github.io/foodeiblog/css/elegant-icons.css)
07:42:40	277297/277297	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1169e-43b31%22	https://technext.github.io/foodeiblog/fonts/ElegantIcons.svg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/fonts/ElegantIcons.svg	(from https://technext.github.io/foodeiblog/css/elegant-icons.css)
07:42:40	48101/48101	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225ea1169e-bbe5%22	https://technext.github.io/foodeiblog/css/owl.video.play.png	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/css/owl.video.play.png	(from https://technext.github.io/foodeiblog/css/owl.carousel.min.css)
07:42:41	48101/48101	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225ea1169e-bbe5%22	https://technext.github.io/foodeiblog/img/line.png	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/line.png	(from https://technext.github.io/foodeiblog/css/style.css)
07:42:41	2481/2481	---M--	200	added ('OK')	image/png	etag:%225ea1169e-9b1%22	https://technext.github.io/foodeiblog/img/categories/single-post/quote-left.png	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/single-post/quote-left.png	(from https://technext.github.io/foodeiblog/css/style.css)
07:42:41	44096/44096	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-ac40%22	https://technext.github.io/foodeiblog/img/categories/categories-list/cl-1.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/categories-list/cl-1.jpg	(from https://technext.github.io/foodeiblog/categories-list.html)
07:42:42	40697/40697	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-9ef9%22	https://technext.github.io/foodeiblog/img/categories/categories-list/cl-2.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/categories-list/cl-2.jpg	(from https://technext.github.io/foodeiblog/categories-list.html)
07:42:42	31045/31045	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-7945%22	https://technext.github.io/foodeiblog/img/categories/categories-list/cl-3.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/categories-list/cl-3.jpg	(from https://technext.github.io/foodeiblog/categories-list.html)
07:42:43	38829/38829	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-97ad%22	https://technext.github.io/foodeiblog/img/categories/categories-list/cl-4.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/categories-list/cl-4.jpg	(from https://technext.github.io/foodeiblog/categories-list.html)
07:42:43	37966/37966	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-944e%22	https://technext.github.io/foodeiblog/img/categories/categories-list/cl-5.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/categories-list/cl-5.jpg	(from https://technext.github.io/foodeiblog/categories-list.html)
07:42:43	42995/42995	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-a7f3%22	https://technext.github.io/foodeiblog/img/categories/categories-list/cl-6.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/categories-list/cl-6.jpg	(from https://technext.github.io/foodeiblog/categories-list.html)
07:42:44	22693/22693	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-58a5%22	https://technext.github.io/foodeiblog/img/categories/categories-list/cl-7.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/categories-list/cl-7.jpg	(from https://technext.github.io/foodeiblog/categories-list.html)
07:42:45	153759/153759	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-2589f%22	https://technext.github.io/foodeiblog/img/categories/single-post/single-post-hero.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/single-post/single-post-hero.jpg	(from https://technext.github.io/foodeiblog/single-post.html)
07:42:45	24619/24619	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-602b%22	https://technext.github.io/foodeiblog/img/categories/single-post/single-post-desc.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/single-post/single-post-desc.jpg	(from https://technext.github.io/foodeiblog/single-post.html)
07:42:46	3449/3449	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-d79%22	https://technext.github.io/foodeiblog/img/categories/single-post/author-profile.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/single-post/author-profile.jpg	(from https://technext.github.io/foodeiblog/single-post.html)
07:42:46	3536/3536	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-dd0%22	https://technext.github.io/foodeiblog/img/categories/single-post/comment/comment-1.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/single-post/comment/comment-1.jpg	(from https://technext.github.io/foodeiblog/single-post.html)
07:42:46	2890/2890	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-b4a%22	https://technext.github.io/foodeiblog/img/categories/single-post/comment/comment-2.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/single-post/comment/comment-2.jpg	(from https://technext.github.io/foodeiblog/single-post.html)
07:42:47	2803/2803	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-af3%22	https://technext.github.io/foodeiblog/img/categories/single-post/comment/comment-3.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/categories/single-post/comment/comment-3.jpg	(from https://technext.github.io/foodeiblog/single-post.html)
07:42:47	4862/4862	---M--	200	added ('OK')	image/png	etag:%225ea1169e-12fe%22	https://technext.github.io/foodeiblog/img/siign-in-logo.png	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/siign-in-logo.png	(from https://technext.github.io/foodeiblog/signin.html)
07:42:47	26742/26742	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-6876%22	https://technext.github.io/foodeiblog/img/typography.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/typography.jpg	(from https://technext.github.io/foodeiblog/typography.html)
07:42:48	48101/48101	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225ea1169e-bbe5%22	https://technext.github.io/foodeiblog/hoindexme.html	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/hoindexme.html	(from https://technext.github.io/foodeiblog/about.html)
07:42:48	63772/63772	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-f91c%22	https://technext.github.io/foodeiblog/img/about/about-1.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/about/about-1.jpg	(from https://technext.github.io/foodeiblog/about.html)
07:42:48	32282/32282	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-7e1a%22	https://technext.github.io/foodeiblog/img/about/about-2.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/about/about-2.jpg	(from https://technext.github.io/foodeiblog/about.html)
07:42:49	31004/31004	---M--	200	added ('OK')	image/jpeg	etag:%225ea1169e-791c%22	https://technext.github.io/foodeiblog/img/about/about-3.jpg	D:/1%20NTFS/Websites/FoodieBlog/technext.github.io/foodeiblog/img/about/about-3.jpg	(from https://technext.github.io/foodeiblog/about.html)
